ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	236327.589930	0.000000	236327.589930	0.000000	0.000000	0.000000
2	NaN	669984.643093	0.000000	0.000000	669984.643093	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	561274.968775	561274.968775	0.000000	0.000000	0.000000
120	4.774355	33816.031143	14056.581958	20239.224923	54055.256065	9105.871832	7777.423849	11897.753812
121	4.858278	29113.420349	11214.310249	15469.659478	44583.079827	7744.641835	6545.807323	10144.325646
130	4.669590	16492.027348	5512.797104	8577.140781	25069.168129	4681.338188	3985.945818	6378.987977
131	4.561235	17800.390686	4849.441052	10880.738215	28681.128901	5045.153915	4519.152663	6540.134396
142	4.909001	3517.716490	1248.080604	2014.530764	5532.247254	967.429874	757.865981	1381.761531
143	4.436302	5464.126410	1602.774373	4139.659148	9603.785558	1557.604043	1474.220656	1905.360646
144	4.527919	5428.416971	2156.462470	2709.302123	8137.719094	1520.130150	1166.317836	2063.802250
145	4.256153	5442.254998	2065.692393	2240.935151	7683.190148	1691.718458	1321.780851	2306.755020
146	4.767334	1044.191157	188.855176	533.190504	1577.381661	281.808756	365.496234	274.601069
147	4.288730	1094.130303	284.232123	316.054539	1410.184842	327.147251	266.666220	460.845419
150	4.204388	15546.863157	5461.890064	11143.939200	26690.802356	4685.792724	4443.676151	5683.719789
151	3.968729	14759.235353	5364.972460	9452.279220	24211.514573	4564.541066	3983.416518	5628.290261
162	5.150163	3199.604394	1368.397114	1297.287989	4496.892382	842.678391	591.889610	1244.636678
163	5.449284	2525.238876	1027.586534	1092.856270	3618.095146	694.442202	551.411262	1041.232193
164	4.821107	4469.235834	1186.786850	1601.774318	6071.010152	1222.450699	907.599735	1714.302481
165	4.079574	3912.075441	1436.122066	1573.110098	5485.185539	1271.609734	1022.181833	1692.211201
166	4.918776	2117.033101	744.276676	854.703568	2971.736669	645.857561	595.394887	824.649262
167	4.301576	3568.898267	925.413058	1804.557395	5373.455662	1191.950842	991.115972	1595.597827
168	5.505406	1937.674194	537.160435	915.329300	2853.003493	516.972850	516.740879	612.063893
169	5.304097	2825.113994	719.703717	1167.363849	3992.477844	750.580046	736.841563	961.243368
170	6.254138	2096.801538	790.055271	662.906835	2759.708372	483.265546	325.840863	749.499314
171	5.355692	1955.702191	814.599720	723.601832	2679.304023	532.247977	378.908573	788.134392
172	5.202347	5303.371778	1948.370965	2022.330649	7325.702427	1351.114563	931.815456	2051.981769
173	4.996948	3274.740606	1179.532249	1415.006634	4689.747240	982.227179	795.286499	1344.450118
182	4.359949	4347.565489	1946.966881	2285.282266	6632.847754	1306.457526	1204.751094	1605.451663
