ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	247086.723335	0.000000	247086.723335	0.000000	0.000000	0.000000
2	NaN	666391.849786	0.000000	0.000000	666391.849786	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	552962.184197	552962.184197	0.000000	0.000000	0.000000
120	5.535046	30276.396712	21365.940790	15394.984661	45671.381374	7726.004006	5902.168103	11218.113363
121	5.578967	28086.815093	18311.726877	12763.849939	40850.665032	7175.724095	5091.592383	10630.948623
130	4.879745	16948.870954	9309.348984	8968.161198	25917.032153	4888.647121	3879.474474	6904.549136
131	4.738577	18308.006216	7623.764480	10798.840489	29106.846706	5374.898139	4565.512568	7401.378185
142	4.322067	3528.370929	1276.758435	2520.510873	6048.881801	1080.906427	988.622895	1378.146173
143	4.203902	6068.462442	2065.773941	3857.044004	9925.506446	1921.320785	1623.533151	2530.806315
144	4.529199	5466.455622	2373.324595	3092.820135	8559.275758	1581.453629	1355.191017	2116.513559
145	4.081506	4383.226817	1590.329496	2724.643968	7107.870785	1479.296652	1290.390675	1942.383552
146	4.780761	2488.889950	794.543981	980.546206	3469.436156	667.849039	514.865772	946.663168
147	4.982015	1548.094344	452.722635	531.503103	2079.597447	427.044081	399.775195	580.529698
150	4.005306	14987.702242	5040.359001	11135.169762	26122.872004	4749.131280	4455.780012	5647.534876
151	4.118175	14329.764417	4998.468331	9362.528178	23692.292594	4410.547220	3905.057984	5488.715193
162	6.284406	3353.227564	2130.479504	1320.573152	4673.800716	827.375600	548.472812	1417.648244
163	5.282598	2312.846722	1067.048758	1006.444661	3319.291384	605.151548	463.363071	871.695490
164	5.332751	3790.852954	1054.921788	1583.445466	5374.298420	1016.789739	693.806338	1590.668290
165	4.926384	4255.669850	1333.633377	1631.267006	5886.936856	1260.521954	958.152601	1792.158772
166	4.872584	2098.837844	822.280695	841.451582	2940.289426	682.392841	466.732452	1071.814949
167	3.828304	3926.341649	925.410783	1842.137785	5768.479433	1342.631105	1161.876933	1707.585242
168	5.542314	1959.738010	483.735135	861.576962	2821.314972	525.572286	473.266269	672.895372
169	4.846749	2978.764881	636.160597	1271.494680	4250.259561	802.028758	759.386249	1019.277476
170	5.449769	1989.805845	676.566538	663.947725	2653.753570	486.417492	379.520311	721.880307
171	4.661701	1859.670174	741.064507	649.785424	2509.455598	510.794075	379.971870	715.779069
172	5.711202	5300.806619	2899.958992	2257.024727	7557.831346	1417.418235	978.769524	2178.314710
173	5.353316	4240.973845	1783.224776	1817.481632	6058.455477	1146.065167	865.143112	1630.002841
182	4.261498	4607.372532	2346.613020	2434.484751	7041.857283	1446.277220	1297.078196	1824.727716
183	4.414973	4348.190349	2404.702125	2134.167813	6482.358162	1349.291128	1204.558574	1719.160760
184	4.059977	9398.024106	2706.773903	4755.612536	14153.636641	3181.720837	2888.752892	3939.785481
185	4.204206	10594.248481	3068.988039	5170.894087	15765.142569	3599.390017	3315.903138	4499.003384
186	6.060450	467.340409	90.134221	146.095392	613.435802	119.544978	142.838520	132.071599
187	5.763531	1349.386783	206.406336	416.596945	1765.983728	349.029738	393.328278	396.453865
222	3.527271	12771.266433	6221.879351	8323.725097	21094.991531	5120.926265	4489.229029	6537.164346
223	3.859948	14244.120776	6160.008890	10309.561325	24553.682101	5425.154127	4746.397524	7161.902958
224	3.952739	9276.005262	2811.254279	6043.301044	15319.306306	2863.432941	2680.950633	3471.128892
225	4.545633	10137.271157	3661.888437	5676.031035	15813.302192	2965.136658	2644.955540	3966.083414
226	4.108344	13679.253879	3663.435034	6320.671851	19999.925730	4107.085084	3586.312565	5437.405385
227	4.298598	12665.738507	3525.155766	5849.866437	18515.604945	3717.828055	3049.611373	5122.225984
