ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	243128.351304	0.000000	243128.351304	0.000000	0.000000	0.000000
2	NaN	688719.542680	0.000000	0.000000	688719.542680	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	606426.886911	606426.886911	0.000000	0.000000	0.000000
120	4.710517	27213.998372	12413.007865	17667.844790	44881.843161	7595.062372	6729.620956	9449.589291
121	4.732813	25422.273892	10932.111601	15268.037212	40690.311104	7167.331167	6172.924660	8890.195248
130	4.465022	17034.128613	6312.217571	8967.210317	26001.338930	4932.753791	3974.050068	6701.977014
131	4.618203	17013.802559	5412.395461	10101.487664	27115.290222	4682.697622	4161.135583	6018.242856
142	4.086531	4805.260090	2047.146121	3083.985813	7889.245903	1430.915748	1232.824098	1756.158028
143	4.313928	5883.388252	1843.497636	4584.877058	10468.265310	1798.951746	1601.735024	2281.541231
144	4.107542	5450.213961	3197.268770	3932.939188	9383.153149	1767.050493	1618.329086	2180.363209
145	4.302398	5749.009550	2103.616933	3083.921719	8832.931268	1840.028479	1576.502131	2421.261548
146	4.567225	2563.313135	1567.106254	1377.089561	3940.402696	741.737605	694.487203	897.579435
147	4.238743	1801.685545	634.945263	652.947384	2454.632929	552.442138	486.558896	661.976718
150	3.838932	15025.006679	4501.818414	13161.789974	28186.796654	4816.964268	4584.049849	5534.978675
151	4.100948	12420.990033	3290.496279	10341.784116	22762.774149	3966.847683	3665.942751	4700.508395
162	4.718440	2995.145932	1516.517309	1539.813631	4534.959563	897.431675	761.200823	1201.231628
163	5.058540	2930.621466	1529.155944	1409.490159	4340.111625	905.051070	845.296975	1295.444904
164	3.941662	4180.246934	1188.333626	2046.141101	6226.388036	1426.046511	1251.239050	1760.740929
165	3.921937	3908.536720	1156.468501	1949.387971	5857.924691	1417.580861	1212.912481	1831.872957
166	3.668238	2041.433194	662.142010	927.310920	2968.744113	776.715917	647.439322	1043.473844
167	3.873280	4215.987690	1084.939392	2097.834640	6313.822331	1388.401335	1239.675874	1745.252722
168	4.468431	2011.195543	496.309571	1092.791126	3103.986669	596.075768	595.870682	701.698806
169	5.411689	3241.242218	1206.597279	1466.647898	4707.890116	892.743401	872.156281	1141.579743
170	4.601137	1804.610492	759.203076	658.764115	2463.374608	472.153964	345.334256	641.281231
171	4.797689	1732.195324	698.378392	698.904324	2431.099648	469.421594	323.063445	657.924030
172	4.656129	4597.931520	2018.825240	2440.508623	7038.440144	1357.380385	1161.849537	1718.168392
173	4.848730	3355.315035	1214.243046	1577.678425	4932.993460	992.253009	883.613218	1274.317941
182	4.266072	4030.589772	1614.565639	2920.011853	6950.601626	1275.311871	1255.942022	1474.904158
183	4.269135	3204.498463	1066.099191	2425.926753	5630.425216	1081.778725	1046.998903	1282.052016
184	3.689200	8031.906114	2070.943572	4951.362779	12983.268892	2934.488493	2782.594209	3431.771984
185	3.854792	9216.271342	2391.251272	5159.723304	14375.994646	3437.763975	3170.039927	4193.738597
186	5.233907	567.780425	76.177475	204.578857	772.359282	158.676387	180.270353	193.931543
187	4.590794	1091.111302	218.581164	448.560813	1539.672116	320.142038	375.760680	323.432435
222	3.587600	11870.191462	5423.780500	8712.748643	20582.940105	4557.086648	4160.614371	5695.276762
223	3.477847	13293.898042	4849.203571	11439.975324	24733.873365	5184.826936	4853.956164	6130.934873
224	3.919700	10210.884999	3696.246895	6211.701214	16422.586213	3284.353988	2825.350541	4215.752928
225	4.248757	12078.772636	3932.875903	7400.251983	19479.024619	3791.908343	3195.029382	5112.129393
226	4.115847	13676.469995	3442.166966	7273.469815	20949.939811	4119.486432	3854.805076	5180.731870
227	4.356084	11816.760226	3370.836296	5835.633129	17652.393356	3690.129050	3273.166796	4846.738070
228	3.537380	13247.934094	5122.628709	6927.270511	20175.204605	4646.776433	3917.947382	5901.562428
229	3.582522	13405.756436	5656.660091	9454.004487	22859.760923	5042.094364	4749.166708	5938.810821
242	3.798636	10454.896496	3518.767195	5635.781364	16090.677860	3657.330837	3548.293069	4331.780828
243	3.983224	10860.632024	3922.838329	5766.281109	16626.913133	3655.263793	3440.717768	4442.415832
310	5.530776	14442.043871	4753.211908	4096.945201	18538.989072	3136.139322	2306.252042	4508.520773
311	5.241919	9667.034758	2586.288525	2746.359390	12413.394148	2268.343510	1622.479174	3264.080814
322	4.273845	13133.165902	6419.538021	6733.315615	19866.481517	4303.822613	3921.906384	5266.340902
323	4.138423	12958.869321	3952.368556	7810.707639	20769.576959	4145.782566	3693.673834	5063.791167
324	3.189082	2023.189323	665.723882	2202.808099	4225.997423	852.669739	881.141868	887.956538
325	3.406546	1442.415309	362.131406	1657.430053	3099.845363	629.213371	646.669292	738.340588
326	4.528871	15497.053466	6292.012879	6989.363667	22486.417133	4388.480452	3853.810235	5682.614715
327	4.173034	16500.281777	4135.358506	7931.320537	24431.602314	4837.942000	4332.292325	6110.999801
328	4.098360	9608.948149	2805.657036	4673.169507	14282.117656	2839.513881	2423.483131	3686.177127
329	4.226204	10247.583436	3344.355695	3977.293722	14224.877158	3124.379549	2505.712639	4222.853492
330	3.723161	9609.885396	1350.875107	5865.005191	15474.890587	3049.996723	2928.388434	3733.345084
331	3.656294	6125.914858	1049.279521	3623.034351	9748.949209	2107.973475	2113.209280	2434.703001
342	4.548443	4005.147104	1072.677340	1972.478611	5977.625715	1082.985302	769.917756	1581.895989
343	4.649637	4377.160341	1114.340594	1576.092054	5953.252395	968.342284	754.167008	1269.675780
344	NaN	3006.327354	383.797633	972.258341	3978.585695	0.000000	0.000000	0.000000
345	NaN	2322.528005	494.064727	1133.492171	3456.020177	0.000000	0.000000	0.000000
346	NaN	2959.333146	434.621583	654.549798	3613.882944	0.000000	0.000000	0.000000
347	NaN	2326.591415	461.174067	823.170717	3149.762132	0.000000	0.000000	0.000000
422	3.284459	3363.638801	909.506668	2302.349400	5665.988201	1422.720524	1216.151762	1808.077328
423	2.961864	2877.143943	668.798760	3125.311800	6002.455743	1425.836913	1399.300999	1660.433592
424	3.721858	5976.842597	1289.127936	2969.670348	8946.512945	2043.464241	1808.264861	2585.692625
425	3.864214	4658.214166	1109.893665	2734.549673	7392.763839	1593.511489	1420.080100	2036.902151
442	3.604201	3724.087086	547.488029	2180.230226	5904.317313	1341.447136	1115.613725	1754.526909
443	3.704565	4741.972888	1469.023245	3059.068438	7801.041326	1757.643435	1592.179463	2231.093560
444	2.884843	7685.198131	2327.852851	6504.155892	14189.354022	3469.487999	3132.348478	4429.481447
445	2.844310	7556.927688	2856.724196	6393.493881	13950.421569	3510.037782	3162.239912	4394.994372
