ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	249567.713493	0.000000	249567.713493	0.000000	0.000000	0.000000
2	NaN	717460.810141	0.000000	0.000000	717460.810141	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	592384.021285	592384.021285	0.000000	0.000000	0.000000
120	4.825326	34421.288921	14535.179595	17598.097545	52019.386466	9010.074582	7564.647787	11793.923115
121	5.135101	30579.777397	14634.483820	14808.671305	45388.448702	7671.191783	6110.001523	10340.537201
130	4.722394	19830.586267	6459.509392	9030.733479	28861.319746	5284.358835	4152.995326	7527.632622
131	4.752740	20742.898016	6493.314388	10984.018305	31726.916321	5622.822225	4712.973407	7601.455935
142	4.272926	4271.354875	1187.540131	2797.749467	7069.104342	1144.271548	1022.372420	1481.488671
143	4.374598	6577.276954	1673.990319	4256.059504	10833.336458	1878.678017	1638.181956	2359.240391
144	4.511194	5488.846485	1489.838913	2953.759983	8442.606468	1638.637382	1383.760376	2191.456000
145	4.252754	4741.267280	1283.664594	2952.572990	7693.840270	1450.026956	1328.310345	1797.921664
146	4.519814	2900.590756	960.258326	1153.253635	4053.844391	827.585745	700.896117	1082.549633
147	3.932371	1479.371293	278.331919	446.107982	1925.479275	454.133344	455.187778	556.771601
150	4.220737	19343.732037	6368.013549	11816.884747	31160.616785	5614.441723	4947.285860	6924.601655
151	4.194470	13961.685856	5207.771876	9461.467780	23423.153636	4110.991900	3720.348367	4997.669561
162	4.741039	4010.143359	1478.984134	1839.176478	5849.319837	1090.786720	849.746637	1549.935669
163	5.368675	3509.381219	1262.461157	1273.010899	4782.392119	877.534955	709.441214	1300.936712
164	4.580697	5489.976758	968.277931	1953.999869	7443.976627	1475.830339	1131.924279	1978.037858
165	4.698587	4837.132094	823.265166	1929.916852	6767.048946	1402.736156	1035.513938	1997.448865
166	4.037682	1977.359657	238.378643	909.763393	2887.123050	652.280539	658.170112	763.447025
167	4.331073	4509.319883	772.284593	2139.799545	6649.119428	1293.984635	1168.818032	1627.148459
168	4.874995	2438.888111	383.688043	924.035877	3362.923987	644.716847	604.212295	805.986878
169	6.028538	3180.906748	406.920365	1313.225542	4494.132290	703.583247	670.122214	891.431563
170	5.409327	2156.308242	400.525186	705.658340	2861.966582	483.043779	365.510965	668.404710
171	4.545564	2212.938371	490.738582	755.654922	2968.593293	593.155327	422.936405	841.947310
172	5.461498	6536.600913	1553.092723	2587.552149	9124.153062	1659.234027	1208.951416	2449.310211
173	5.122407	4871.272571	1261.861294	1780.370423	6651.642994	1270.607808	940.556003	1872.350037
182	4.458443	4899.234531	2341.632637	2715.518227	7614.752758	1590.944211	1397.639338	2098.436930
183	4.382289	4613.217256	3035.888611	2724.899753	7338.117009	1494.997340	1341.452159	1894.257345
184	3.898704	10288.495716	2524.273603	5675.570698	15964.066414	3414.349391	3285.867907	4018.068219
185	4.237799	14323.881774	4224.265389	6247.056271	20570.938046	4390.982631	3913.847162	5453.789251
186	5.102535	775.605843	59.677512	232.707224	1008.313067	203.247845	234.966783	204.713459
187	5.249898	1418.410867	173.099464	553.780832	1972.191698	395.739332	466.024293	429.156423
