ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	204678.094663	0.000000	204678.094663	0.000000	0.000000	0.000000
2	NaN	561416.159528	0.000000	0.000000	561416.159528	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	528989.828691	528989.828691	0.000000	0.000000	0.000000
120	4.836030	25320.335034	13388.523284	15539.094258	40859.429291	7242.224976	6141.604889	9382.661453
121	4.967834	22652.113222	10998.577325	11265.997067	33918.110289	6305.994202	5058.246728	8550.616248
130	4.279064	13287.239150	4988.947866	7182.631955	20469.871105	4071.323075	3411.762279	5472.649660
131	4.623301	15334.745169	5718.277148	9402.598602	24737.343771	4631.741436	4071.014464	6224.234164
142	3.928116	2914.533906	868.780861	2850.714542	5765.248448	932.892927	911.126666	1075.131076
143	4.018880	4264.018588	1411.125172	4077.730523	8341.749111	1369.566085	1304.883046	1636.672612
144	4.318169	5182.063149	2557.480399	3130.528935	8312.592084	1702.609362	1406.148593	2263.868332
145	4.505672	4041.719923	1607.267208	2243.220150	6284.940073	1294.564093	1071.322076	1712.455969
146	4.411989	2025.263334	792.444384	1003.376124	3028.639459	613.778295	511.175826	814.284167
147	3.999443	1205.538279	339.561704	415.316858	1620.855137	381.173876	347.997839	484.584687
150	3.964175	14777.034111	5044.438803	10865.567632	25642.601743	4720.481053	4346.089978	5499.469818
151	4.064776	12815.622698	4671.846977	8782.647988	21598.270687	4118.875126	3592.375803	5073.769725
162	4.241411	2676.822662	1206.241945	1100.437361	3777.260024	813.571591	592.944167	1195.211038
163	3.927025	1736.959211	985.217477	658.677863	2395.637074	616.361111	514.233657	848.298521
164	4.778782	3096.934736	995.783291	1062.353666	4159.288401	897.355347	664.242565	1302.009377
165	4.380554	3745.595469	1269.883648	1590.620237	5336.215706	1226.395131	966.321787	1689.564766
166	5.312818	1572.722837	408.301818	756.110934	2328.833771	455.761794	409.563068	634.131876
167	3.843936	3338.388659	774.493848	1740.438059	5078.826719	1225.245485	1031.953535	1618.960487
168	4.703224	1766.429630	466.651074	801.974405	2568.404035	534.066894	505.442861	649.125947
169	5.699113	2459.869989	882.943762	923.819373	3383.689362	684.248228	550.069427	1011.194679
170	5.256119	1774.577813	723.429882	666.057206	2440.635019	484.793701	364.444241	721.552902
171	4.739245	1689.339185	669.290450	685.735459	2375.074644	510.657662	369.001660	727.762837
172	4.563390	3677.687094	1085.121037	1685.021478	5362.708572	1113.788388	896.511581	1577.291406
173	4.504195	2833.618132	1138.799446	1269.103975	4102.722107	907.705985	707.198277	1296.592094
182	4.048465	3876.380284	1512.027374	2518.429599	6394.809884	1227.663629	1147.953806	1420.771193
183	4.011351	3568.821009	1654.495298	2738.050863	6306.871872	1247.493739	1174.239530	1454.914878
184	4.021990	8826.773953	2198.965490	5060.584633	13887.358586	3082.151853	2874.527847	3876.952536
185	4.071951	8762.778684	1969.817795	5277.917719	14040.696403	3108.438053	3172.429558	3684.369593
186	5.258821	514.877089	125.738545	172.013056	686.890146	142.007159	169.071321	164.618706
187	4.815890	1122.223684	254.996251	474.137082	1596.360766	364.586605	417.874586	392.964497
222	3.504752	11823.569599	5946.145636	8143.963004	19967.532602	4768.715476	4163.306929	6011.783236
223	3.466609	11863.439934	5848.241640	8529.176137	20392.616071	4717.153101	4254.021984	5791.744148
224	4.053234	6447.761277	2128.980170	4509.107464	10956.868741	2022.002154	1901.130168	2496.630215
225	4.187784	8779.694408	3392.088452	5924.167977	14703.862385	2898.522363	2469.473631	3846.468118
226	4.103085	12351.876532	3669.692387	7117.733790	19469.610322	3929.837584	3653.378834	4887.925670
227	4.069361	9303.954700	3193.363013	4891.074265	14195.028965	3066.982571	2767.355607	3946.275824
228	3.296812	10246.705259	5258.609972	6808.058809	17054.764068	4163.104542	3639.158068	5112.437552
229	3.554096	11655.625792	6138.944663	7742.718389	19398.344182	4743.874822	4076.434166	6124.825123
242	3.980508	9869.994321	3063.605587	4966.841244	14836.835565	3447.057918	3128.484124	4338.959115
243	3.846507	9712.406454	3538.748330	4802.236122	14514.642576	3386.808805	3071.916486	4183.587616
310	4.890891	9234.059545	2194.540539	2717.257119	11951.316664	2198.586005	1504.782262	3327.758316
311	5.960883	7314.087213	1608.625294	1697.320379	9011.407592	1453.512022	840.095304	2407.935337
322	4.061573	11957.367516	3695.048339	6718.148094	18675.515609	3781.429179	3454.139901	4648.568886
323	4.239629	11758.070699	3635.653419	6077.761279	17835.831978	3604.327725	3209.123135	4485.528793
324	3.704981	2225.913860	852.730853	1814.417402	4040.331262	885.368725	843.166219	1010.101061
325	3.904537	1638.773315	376.445156	1301.796183	2940.569498	655.166358	635.822715	773.612088
326	4.020226	13651.566666	3123.124268	6576.081434	20227.648100	4055.296486	3391.880443	5360.993252
327	4.313501	15211.200377	3184.858051	7032.170592	22243.370970	4431.741445	3848.735293	5851.534222
328	4.258477	9384.241669	1927.118392	4542.214390	13926.456059	2764.339597	2443.919235	3441.686242
329	4.995783	7635.009791	2313.645896	2960.303510	10595.313301	2169.649099	1580.860623	3206.517545
330	3.587607	8889.728796	908.136595	5494.449965	14384.178761	2892.290246	2743.265940	3489.800098
331	4.256482	5490.582806	879.806618	2938.265574	8428.848380	1734.865794	1784.298399	2132.312460
342	4.081971	3127.500713	1185.582233	1487.037706	4614.538420	884.910933	615.532378	1281.232997
343	3.887085	4096.703854	1263.802447	1729.712273	5826.416127	1490.223755	1084.764273	2107.183932
344	NaN	2601.887743	338.294186	777.162080	3379.049823	0.000000	0.000000	0.000000
345	NaN	2279.467650	526.312994	778.563580	3058.031230	0.000000	0.000000	0.000000
346	NaN	2342.310829	424.013207	391.090876	2733.401705	0.000000	0.000000	0.000000
347	NaN	1955.522847	284.937192	471.405590	2426.928437	0.000000	0.000000	0.000000
422	3.181153	2042.481581	632.058304	1457.763455	3500.245036	955.353700	882.957736	1149.851835
423	2.716301	2173.050239	568.661694	1949.190508	4122.240747	1139.299337	1085.644634	1302.236583
424	3.708477	4699.320014	1265.806180	2653.259917	7352.579931	1682.004023	1492.717854	2156.802600
425	3.712343	3826.107156	897.516091	2467.675163	6293.782319	1454.590914	1369.750189	1821.099275
442	3.408389	2835.367771	920.660584	1422.983299	4258.351070	1123.295210	919.644511	1492.527721
443	3.526030	4287.564805	1011.847403	2239.015643	6526.580448	1567.556087	1302.003581	2028.766325
444	3.464730	6257.201570	1741.233921	4518.174338	10775.375908	2507.072658	2124.002475	3323.518254
445	3.278483	6126.631903	1760.155282	4831.982318	10958.614221	2761.628334	2319.975242	3667.426719
446	3.003243	5356.317946	1725.992157	4368.971442	9725.289388	2453.703734	2393.048447	2916.438509
447	2.843957	4581.248556	1416.369648	4534.634822	9115.883379	2287.544466	2269.617156	2665.393971
500	5.056163	6330.712677	1132.105515	1887.066740	8217.779417	1701.962477	1810.258249	2005.000305
501	4.744961	5944.055628	1366.542163	2065.887098	8009.942726	1769.401729	1827.093455	2121.143055
612	0.000000	2683.131591	126.024085	1925.636694	4608.768285	0.000000	0.000000	0.000000
613	0.000000	2607.618242	296.095981	1811.128179	4418.746421	0.000000	0.000000	0.000000
614	0.000000	2114.966759	5.621922	2760.503453	4875.470212	0.000000	0.000000	0.000000
615	0.000000	2125.347571	1.662296	3009.441855	5134.789427	0.000000	0.000000	0.000000
616	0.000000	44.891006	-0.000000	1634.896287	1679.787293	0.000000	0.000000	0.000000
617	0.000000	29.360063	-0.000000	1609.197296	1638.557359	0.000000	0.000000	0.000000
620	0.000000	136.905021	44.546732	47.307879	184.212900	0.000000	0.000000	0.000000
621	0.000000	121.357938	1.101971	78.369767	199.727705	0.000000	0.000000	0.000000
640	0.000000	1872.316817	218.439853	5310.681402	7182.998219	0.000000	0.000000	0.000000
641	0.000000	2315.298647	497.174912	4946.733936	7262.032583	0.000000	0.000000	0.000000
670	0.000000	68.414855	299.408209	212.056001	280.470856	0.000000	0.000000	0.000000
671	0.000000	93.181639	191.094678	222.452867	315.634506	0.000000	0.000000	0.000000
680	0.000000	65.959029	420.548466	86.721581	152.680610	0.000000	0.000000	0.000000
681	0.000000	76.675287	245.598925	112.635087	189.310374	0.000000	0.000000	0.000000
690	0.000000	28.861092	16.945178	26.013614	54.874706	0.000000	0.000000	0.000000
691	0.000000	34.358077	30.540099	38.841657	73.199733	0.000000	0.000000	0.000000
710	0.000000	72.156310	187.350583	7.822676	79.978987	0.000000	0.000000	0.000000
720	0.000000	1418.814885	4441.212878	376.332187	1795.147072	0.000000	0.000000	0.000000
721	0.000000	1118.252250	7372.797298	330.826235	1449.078485	0.000000	0.000000	0.000000
740	0.000000	374.213730	2296.636482	99.535323	473.749053	0.000000	0.000000	0.000000
760	0.000000	39.165057	1294.422363	0.400429	39.565487	0.000000	0.000000	0.000000
780	0.000000	3.171024	7.340250	0.128709	3.299733	0.000000	0.000000	0.000000
800	0.000000	4624.749046	3784.898977	30186.889777	34811.638822	0.000000	0.000000	0.000000
850	0.000000	483.632387	133.715442	7381.259281	7864.891668	0.000000	0.000000	0.000000
900	0.000000	66775.405791	22730.747075	34379.157484	101154.563275	0.000000	0.000000	0.000000
2000	0.000000	13917.844720	3984.655978	173117.111460	187034.956181	0.000000	0.000000	0.000000
