ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	255071.016325	0.000000	255071.016325	0.000000	0.000000	0.000000
2	NaN	683627.730162	0.000000	0.000000	683627.730162	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	524500.312509	524500.312509	0.000000	0.000000	0.000000
120	4.953073	31118.948026	16606.026654	17682.956700	48801.904725	8443.475434	6916.803279	11375.132146
121	5.216040	27860.725161	14123.529190	14581.855767	42442.580928	7314.063496	5824.030120	10124.519683
130	4.671901	15522.814966	6015.694271	8391.747331	23914.562297	4384.608682	3582.485274	6184.504809
131	4.573551	18120.144510	6278.749931	10074.632498	28194.777008	5187.667685	4382.513233	7134.118097
142	4.673640	3534.132884	1374.790764	2207.891269	5742.024153	941.880382	787.533107	1233.289439
143	4.472073	5686.082646	1600.670314	3617.893930	9303.976575	1632.974011	1324.290275	2280.002591
144	4.829539	5332.270048	2158.082154	2426.106782	7758.376830	1437.213146	1004.677855	2143.416036
145	4.458102	3766.584011	1153.267559	2179.673385	5946.257395	1168.717534	1041.682325	1598.155841
146	4.300975	1685.218274	472.517062	885.298214	2570.516489	517.470505	573.585796	548.070192
147	4.533606	1541.385937	459.053237	437.445660	1978.831596	424.571591	344.473955	593.187947
150	4.205760	16657.397028	6057.721063	10537.471436	27194.868464	4867.402528	4282.593875	6193.151761
151	4.260407	15007.173021	6029.803959	8991.699379	23998.872400	4409.333597	3826.056991	5586.009217
162	5.401754	2951.819597	1638.549152	1183.149015	4134.968612	782.021678	557.722173	1247.043699
163	4.781547	2268.947682	1043.951910	928.461419	3197.409101	632.366046	517.135488	894.902545
164	5.835834	4395.398404	1723.685572	1394.070101	5789.468505	1097.743415	760.484625	1690.722428
165	5.450995	4563.254713	1470.023875	1751.194914	6314.449627	1255.627533	946.030962	1841.843081
