ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	207119.863429	0.000000	207119.863429	0.000000	0.000000	0.000000
2	NaN	616500.689973	0.000000	0.000000	616500.689973	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	542410.316203	542410.316203	0.000000	0.000000	0.000000
120	5.044243	30177.045835	15961.857889	19097.588616	49274.634452	8344.410108	6868.231423	11450.943401
121	4.850749	28552.043920	13099.426863	16578.582380	45130.626300	8021.200875	6546.086288	10900.633583
130	4.479439	15348.373601	5543.747583	8234.875396	23583.248997	4626.040430	3810.517203	6425.720154
131	4.511432	17046.087518	5473.241461	10253.197173	27299.284691	5003.795399	4097.029095	6859.880709
142	4.027799	3435.828088	1300.758123	2687.472918	6123.301006	1018.821218	950.974613	1236.731335
143	4.171300	5442.132279	1950.624841	3628.951586	9071.083865	1662.472103	1376.674801	2205.047799
144	4.788040	4467.937291	1845.007730	2629.973929	7097.911220	1296.969337	1096.450389	1744.722973
145	4.812572	4353.990952	1552.068155	2584.659896	6938.650848	1338.888696	1085.284845	1843.297352
146	4.034860	1700.738871	480.232490	758.328294	2459.067165	523.065114	510.530529	614.961988
147	4.716410	1225.909618	360.780196	364.419957	1590.329575	351.418663	339.717710	469.249806
150	4.190125	15684.532558	5063.209777	9816.984076	25501.516634	4694.425381	4018.917756	5925.291616
151	4.124553	14085.414392	4880.155023	9602.827231	23688.241622	4337.200531	3772.105703	5429.650062
162	4.778108	3115.291453	1773.344636	1509.993160	4625.284613	938.549931	726.323382	1378.367890
163	5.707555	3643.443967	1474.355127	1448.410134	5091.854102	911.207924	613.033304	1401.025325
164	4.779176	4346.510326	1356.287183	1676.041625	6022.551951	1230.729062	920.899738	1735.542673
165	4.637813	4159.814698	1262.487189	1767.677270	5927.491967	1267.758828	1047.763144	1737.879944
166	3.799323	1555.310794	332.335148	921.313728	2476.624523	611.778953	539.073134	826.898521
167	3.783889	3649.804740	897.948368	1924.026132	5573.830872	1269.632669	1039.775182	1643.186727
168	4.944178	1923.405875	446.828493	954.765241	2878.171117	525.283936	532.857370	572.931084
169	5.484138	3018.342831	572.858262	1561.218302	4579.561133	778.340449	820.623162	1001.033421
170	4.882377	1574.939337	746.017863	510.612467	2085.551804	407.462680	258.840964	597.197091
171	5.774179	1219.179683	533.222737	439.437323	1658.617006	314.454126	219.204441	476.428643
172	5.509644	4622.256974	1698.063495	1956.268560	6578.525533	1272.721399	903.716777	1921.070408
173	4.778897	3737.292739	1456.947765	1543.538705	5280.831444	1051.961523	825.827355	1403.047890
182	4.502118	4619.226982	1922.464579	2461.077381	7080.304364	1338.244808	1236.930694	1650.315423
183	4.564501	4463.595946	2260.332459	2405.190524	6868.786469	1351.912356	1186.182713	1712.176100
184	3.967663	9232.657285	1976.245543	5433.385218	14666.042503	3060.436438	2887.495549	3680.554619
185	3.856670	9687.227984	2103.395281	5472.774708	15160.002692	3473.729990	3351.155174	4083.069150
186	4.513557	477.931965	127.231400	184.856542	662.788507	162.176666	183.575786	178.464721
187	5.266000	921.229853	165.756185	377.343790	1298.573643	251.203514	307.087439	252.851240
222	3.715492	11510.879094	4873.106871	8178.451151	19689.330245	4176.862286	3759.882206	5225.422148
223	3.649626	14123.744596	6226.206874	9662.825006	23786.569602	5171.924473	4373.710841	6589.657394
224	4.248108	7745.839110	2713.790167	4923.148917	12668.988027	2398.743253	2173.131996	3158.464652
225	4.193839	8845.072052	2839.916977	4936.019019	13781.091071	2753.756269	2435.196539	3620.998636
226	4.062773	13516.912097	3774.536783	6715.048301	20231.960399	4103.300926	3562.467790	5300.368367
227	4.212388	11269.104646	3416.229684	5480.123302	16749.227948	3469.839506	2943.010135	4595.684393
228	3.640866	12262.512250	5614.673939	7184.000868	19446.513119	4534.323919	3861.506281	5849.823374
