ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	213530.407300	0.000000	213530.407300	0.000000	0.000000	0.000000
2	NaN	606609.983580	0.000000	0.000000	606609.983580	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	527946.646101	527946.646101	0.000000	0.000000	0.000000
120	4.642589	30238.014565	16546.003718	17832.655558	48070.670123	8793.750151	7394.196110	11325.779193
121	5.025472	27240.019509	14070.897034	14197.923804	41437.943313	7511.636054	6047.359299	10014.352295
130	4.511799	15480.263802	6264.895240	9710.648487	25190.912289	4632.579873	3993.463344	6117.414447
131	4.656098	16885.068131	6391.287686	10526.900035	27411.968167	4976.183681	4394.775919	6608.723274
142	3.971986	3620.274542	1122.077605	2752.192500	6372.467041	1172.847733	1104.775598	1411.516275
143	4.224026	5914.090399	1678.095980	4786.114779	10700.205178	1797.185213	1674.265612	2185.515626
144	4.115753	5767.310447	2297.761345	2805.010442	8572.320890	1811.878093	1485.500089	2393.430001
145	4.088775	4513.989378	1711.000429	2590.243896	7104.233273	1543.629587	1333.254311	2014.994320
146	4.353348	1565.782071	322.321369	1001.984495	2567.766566	494.816817	626.695558	517.006264
147	4.045078	1228.414097	332.792551	431.131928	1659.546025	387.297488	405.366872	426.880402
150	3.959190	15749.165045	5088.396973	11944.254564	27693.419609	5094.467491	4586.337686	6139.204908
151	4.022444	14066.075458	4925.829914	8472.575008	22538.650466	4264.081248	3584.868097	5421.554478
162	5.207750	3337.965037	2144.262744	1379.237317	4717.202354	972.064878	648.656630	1543.256516
163	5.126443	2683.179591	1519.574959	1254.231552	3937.411143	736.361633	646.125416	988.623433
164	4.311156	3360.847683	925.031804	1262.876549	4623.724232	1001.149466	820.589431	1273.210386
165	3.887302	3899.957642	974.460578	1639.917127	5539.874769	1322.236044	1085.680941	1740.381623
166	4.104366	1431.528119	268.889811	773.380303	2204.908422	501.668214	503.282549	607.779424
167	4.155201	3670.955776	964.303144	2017.396328	5688.352104	1197.584623	1109.864041	1530.249053
168	4.459869	2232.195291	677.630394	1247.751345	3479.946636	690.074159	642.588077	816.680623
169	5.369188	3358.785568	1200.550214	1643.779787	5002.565355	947.855310	823.320977	1298.121230
170	4.836130	1571.317844	719.902643	529.707498	2101.025342	401.577947	253.663512	599.428304
171	4.787045	1354.793672	550.755392	565.589171	1920.382843	379.846110	249.042404	536.289305
172	4.526336	5000.156336	1914.098403	2347.858645	7348.014980	1506.314287	1172.747503	2071.818787
173	4.822994	4147.438634	1587.248443	1536.417729	5683.856363	1197.995834	939.704120	1695.483012
182	4.145947	4260.334487	2057.882595	2752.376439	7012.710926	1385.039312	1329.823439	1636.816839
183	4.175144	4057.089392	1758.359740	2699.204785	6756.294177	1291.258982	1229.921699	1480.382026
184	3.936622	9402.482822	2558.552347	4965.862740	14368.345562	3187.784988	2914.513797	3854.707664
185	3.898012	10601.118967	2403.272176	5291.075788	15892.194754	3653.221718	3387.331200	4368.705476
186	4.674220	433.513894	79.526165	146.639470	580.153364	133.452158	163.649241	137.083129
187	4.932108	800.604470	113.713279	414.351302	1214.955772	233.977567	298.377825	224.753867
222	3.610466	12526.683858	5746.668283	8648.488627	21175.172485	4775.018655	4268.038033	5916.983224
223	3.579615	14749.320643	6357.170014	10066.027075	24815.347718	5547.915352	4832.523642	6935.789449
224	3.948579	10029.671969	2936.828342	5967.366163	15997.038132	3031.108489	2657.562695	3831.636525
225	4.325610	11220.000540	3643.828308	6809.835670	18029.836210	3393.607375	3030.954015	4358.310200
226	3.981273	13519.136619	3372.601203	6268.865634	19788.002252	4114.288264	3764.156857	5217.712572
227	3.939407	11277.955994	3142.601137	5520.118624	16798.074618	3622.880586	3282.969636	4593.310272
228	4.038285	12467.854532	4817.138536	6915.669644	19383.524176	4202.153020	3631.980281	5410.359913
229	3.979913	14484.215452	5462.558479	9484.775044	23968.990496	5307.705072	4663.819628	6859.878282
242	4.022068	11657.256937	3522.729649	5524.108623	17181.365560	3878.734900	3561.407953	4824.043624
243	4.209234	11295.783352	3213.897867	6102.644057	17398.427408	3663.539695	3431.600391	4605.139259
310	5.679861	9157.582486	1902.788642	2427.149237	11584.731723	1959.385222	1321.265190	3045.520252
311	6.003987	9348.601588	2169.459010	2332.549508	11681.151096	1918.688565	1218.263325	3001.305543
322	4.176891	12700.710384	3817.665577	6103.577879	18804.288263	3715.493112	3345.548705	4517.738971
323	4.087360	11312.778507	2772.364188	5803.663097	17116.441604	3470.186337	3231.276488	4220.803834
324	3.926192	2588.892049	778.891928	1766.012356	4354.904405	982.281637	921.006846	1167.374784
325	3.598842	2171.687965	395.917644	1580.661427	3752.349393	889.990012	745.748309	1154.801546
326	4.494642	16343.835067	3984.705193	6615.910492	22959.745559	4444.253784	3538.896690	6208.035388
327	4.404274	17901.916804	3901.917828	7614.414353	25516.331156	4988.834282	4222.011502	6654.744448
328	4.804951	10341.845461	2108.940632	4058.492113	14400.337574	2751.605526	2301.239128	3783.026029
329	5.152204	8990.023378	2339.432041	3396.294061	12386.317439	2323.056037	1889.124360	3177.210479
330	4.138377	10594.570888	1002.016249	5386.170730	15980.741619	3038.670432	2756.749750	3848.429757
331	3.814232	5968.394095	830.292213	2962.176719	8930.570814	1971.927347	1888.439315	2416.179160
342	4.841454	2473.996722	721.962690	859.207691	3333.204413	910.869130	608.251503	1330.133248
343	4.051266	4259.627457	1388.015425	1990.541661	6250.169118	1548.862144	1110.427426	2247.162967
344	NaN	2888.988857	359.703606	706.724710	3595.713568	0.000000	0.000000	0.000000
345	NaN	2583.092052	440.038231	682.247071	3265.339122	0.000000	0.000000	0.000000
346	NaN	2539.845072	277.248549	299.094152	2838.939225	0.000000	0.000000	0.000000
347	NaN	2066.122878	198.327841	462.047333	2528.170211	0.000000	0.000000	0.000000
422	3.150886	2781.072335	751.504181	1970.959553	4752.031887	1203.123643	1030.514320	1539.595350
423	3.060225	2767.430431	888.397379	2263.997961	5031.428392	1331.438459	1116.164710	1702.384724
424	3.654019	5992.083983	1079.153092	3233.595564	9225.679547	2123.380597	1942.056579	2620.620849
425	3.933847	4728.246766	1173.298591	2590.498576	7318.745342	1649.356688	1408.688822	2188.874839
442	3.951141	3361.848127	653.051123	1939.506496	5301.354623	1217.431371	1105.820352	1554.510254
443	3.619148	4373.171113	1150.951644	2293.611659	6666.782772	1612.352384	1390.399743	2131.095398
444	3.251945	6493.927806	1324.443310	5399.159441	11893.087248	2778.468864	2513.748133	3573.774211
445	3.234765	6277.259192	2024.127967	4909.493404	11186.752595	2768.634541	2432.565671	3528.778328
446	3.132804	6391.695819	1431.768914	4981.766119	11373.461938	2704.456537	2413.446599	3324.783095
447	2.982894	5034.091001	1292.049480	5090.571363	10124.662364	2446.469109	2381.998028	2918.561816
500	4.777221	6545.940438	1066.125191	1599.507791	8145.448229	1860.452894	1847.502315	2205.654155
501	4.738454	6709.850317	1368.082845	1669.629874	8379.480191	1890.233128	1915.686263	2204.696592
612	0.000000	2559.622448	156.278047	1682.406363	4242.028811	0.000000	0.000000	0.000000
613	0.000000	2459.921473	155.083027	1690.202424	4150.123898	0.000000	0.000000	0.000000
614	0.000000	2033.753710	3.366246	2555.366763	4589.120473	0.000000	0.000000	0.000000
615	0.000000	2129.427544	0.000000	2756.988965	4886.416509	0.000000	0.000000	0.000000
616	0.000000	72.753779	-0.000000	1523.245081	1595.998860	0.000000	0.000000	0.000000
617	0.000000	54.006450	-0.000000	1458.202470	1512.208920	0.000000	0.000000	0.000000
620	0.000000	87.788355	40.740490	32.401040	120.189395	0.000000	0.000000	0.000000
621	0.000000	104.749741	1.070073	79.050053	183.799794	0.000000	0.000000	0.000000
640	0.000000	2811.895691	268.127440	3605.882093	6417.777784	0.000000	0.000000	0.000000
641	0.000000	2744.926343	295.069489	4062.199095	6807.125438	0.000000	0.000000	0.000000
670	0.000000	119.352762	223.518165	159.868714	279.221475	0.000000	0.000000	0.000000
671	0.000000	136.761735	159.898797	190.119121	326.880855	0.000000	0.000000	0.000000
680	0.000000	112.715846	282.166532	113.177259	225.893105	0.000000	0.000000	0.000000
681	0.000000	112.762242	212.422526	128.344907	241.107150	0.000000	0.000000	0.000000
690	0.000000	36.346033	33.818492	34.905400	71.251433	0.000000	0.000000	0.000000
691	0.000000	45.654730	46.794352	41.880821	87.535552	0.000000	0.000000	0.000000
710	0.000000	95.443012	147.055432	6.211379	101.654391	0.000000	0.000000	0.000000
720	0.000000	1551.865114	4392.593939	407.616410	1959.481523	0.000000	0.000000	0.000000
721	0.000000	1283.333576	4952.932922	303.338830	1586.672406	0.000000	0.000000	0.000000
740	0.000000	1562.065269	4521.237195	111.833111	1673.898380	0.000000	0.000000	0.000000
760	0.000000	19.569451	1114.226441	0.693297	20.262748	0.000000	0.000000	0.000000
780	0.000000	0.798070	15.161918	-0.000000	0.798070	0.000000	0.000000	0.000000
