ROI_ID	Mean_Thickness(mm)	GM_Volume(mm^3)	CSF_Volume(mm^3)	WM_Volume(mm^3)	Total_Volume(GM+WM)(mm^3)	Cortical_Area_mid(mm^2)	Cortical_Area_inner(mm^2)	Cortical_Area_pial(mm^2)
1	NaN	0.000000	240691.431130	0.000000	240691.431130	0.000000	0.000000	0.000000
2	NaN	622273.495857	0.000000	0.000000	622273.495857	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	563250.507411	563250.507411	0.000000	0.000000	0.000000
120	4.789780	29293.576510	17522.453063	20031.002675	49324.579184	8768.516239	7188.203445	11888.482813
121	4.856981	27200.568306	15982.228577	16999.615110	44200.183416	7992.044869	6564.252006	10753.130549
130	4.738518	14585.795875	5835.582284	8907.738953	23493.534827	4110.201072	3358.745970	5700.510015
131	4.276194	16164.560201	7201.447641	10316.192903	26480.753104	5278.590183	4273.741575	7264.083287
142	4.429452	3264.035041	1182.904456	2885.339780	6149.374821	967.440267	925.249049	1190.217412
143	4.011194	4307.983066	1170.768928	3704.884576	8012.867642	1358.223669	1280.495109	1625.322960
144	4.417410	4361.380005	2393.288123	2585.908213	6947.288218	1397.624202	1161.229475	1876.030468
145	4.078735	3845.149285	1868.900360	2357.708551	6202.857836	1337.130231	1202.338649	1735.117502
146	4.927370	1735.434489	553.450171	815.330800	2550.765290	479.414105	472.285357	605.152529
147	3.972587	1523.963130	621.687733	579.515152	2103.478281	528.905982	400.208595	722.251221
150	4.038126	15360.369071	5781.084030	10896.870049	26257.239120	4760.384278	4182.196161	5848.759665
151	3.710434	13097.124941	5411.198006	10186.385091	23283.510033	4610.186532	4042.180834	5726.979390
162	4.117984	2780.727974	1589.729636	1470.893848	4251.621822	918.307783	721.699855	1259.753996
163	5.112210	2524.343522	1526.928555	1214.190223	3738.533745	767.237137	576.826996	1114.134410
164	4.618098	3584.174126	1742.048091	1859.757275	5443.931400	1148.688362	803.825026	1685.285899
165	4.443238	3358.008459	1468.904492	1776.527393	5134.535852	1116.023303	846.857134	1534.792726
166	3.603101	1627.824039	522.404820	880.836708	2508.660747	662.254526	557.214467	868.367931
167	3.978480	2767.734819	881.009841	1680.557547	4448.292366	961.584305	870.559118	1225.079412
168	4.200088	1560.790512	520.838446	1041.206476	2601.996988	516.118587	570.423965	522.963603
169	5.018701	2475.430156	899.558909	1193.554255	3668.984411	722.193449	734.170980	879.499449
170	5.106205	1435.911339	647.999616	513.575246	1949.486585	389.722680	250.740791	603.280347
171	4.754933	1723.750089	889.108096	677.557004	2401.307093	500.826565	328.019249	745.293424
172	5.176469	3975.471742	2395.512948	1988.053087	5963.524829	1203.588965	915.367746	1680.467742
173	5.182978	3324.232315	1503.828631	1331.160047	4655.392362	929.386005	735.263925	1247.428011
182	4.076562	4563.025219	2804.800007	2919.709730	7482.734949	1486.093627	1318.974464	1837.731129
183	3.899417	4235.388195	2028.860653	3092.287470	7327.675665	1489.544723	1359.700830	1804.095151
184	3.804766	10436.762993	2519.966084	5993.083212	16429.846205	3495.072009	3176.932666	4326.181140
185	3.989613	11178.644530	2451.637542	5879.459398	17058.103928	3824.783054	3592.843700	4633.117035
186	4.264424	506.584164	83.822971	174.341747	680.925910	169.829451	210.660061	187.513855
187	4.813308	1024.328656	196.973561	397.305416	1421.634072	311.896860	367.057320	331.940947
222	3.692456	12750.755542	5611.337640	9164.876565	21915.632106	4625.795034	4035.476691	5861.222061
223	3.412784	13030.459432	5376.629676	10891.438047	23921.897479	5031.863784	4533.676147	6185.309915
224	4.117272	7702.892951	2494.328159	5770.735539	13473.628490	2565.374914	2332.332581	3370.279780
225	3.978795	9654.201604	3258.007531	6489.802493	16144.004097	3282.725591	2795.995614	4365.446174
226	4.084907	13431.933252	4351.722759	7506.257007	20938.190258	4189.215983	3536.423224	5578.383899
227	4.045550	12098.252915	3545.702237	6118.803024	18217.055939	3801.870801	3058.615535	5249.508779
228	3.331960	11650.212696	4833.937224	8158.054044	19808.266740	4714.241134	4041.115495	5890.368877
229	3.603809	12949.005050	4575.315342	8962.590875	21911.595925	5012.872174	4385.831473	6477.571227
242	3.700333	10139.424704	2867.634288	5783.153531	15922.578235	3496.846578	3181.489292	4246.039310
243	3.771391	10333.035523	3254.504633	6226.770869	16559.806392	3693.596355	3336.987750	4672.332026
310	5.010548	7353.174997	2640.094401	2926.331709	10279.506706	1965.558571	1345.613763	2915.539410
311	4.824409	6888.173404	1809.789882	2013.841050	8902.014454	1712.507209	1202.357998	2495.258845
322	3.959139	13414.932667	4568.307044	6460.794544	19875.727211	4234.041075	3483.587593	5626.715529
323	3.925644	11479.147581	3451.956606	6366.154669	17845.302250	3799.280595	3431.827865	4687.302214
324	3.956555	2571.565380	742.355783	1966.171116	4537.736496	948.481043	873.468117	1114.544250
325	3.703603	2048.870747	451.119604	1247.944169	3296.814916	771.601415	658.216916	949.883090
326	4.045013	12402.872403	3547.794282	6018.241188	18421.113592	3736.041200	3075.770426	5155.832093
327	4.516669	14319.467791	4140.695222	6937.479848	21256.947638	4151.799541	3312.595594	5799.345172
328	4.028149	10510.635647	2620.043150	4945.324770	15455.960417	3172.844263	2614.905935	4231.941350
329	4.541049	6813.383484	2026.231598	3597.196731	10410.580215	2120.429949	1738.318714	2955.390971
330	3.677190	8689.656245	855.347807	5522.543915	14212.200159	2932.102178	2866.038710	3553.918797
331	3.227267	6413.958883	630.844811	4464.999474	10878.958358	2442.115148	2252.861635	2992.283498
